# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 8. Europäischen Parlament aus der Bundesrepublik Deutschland (25. Mai 2014)
# Endgültige Ergebnisse sowie der Vorperiode nach kreisfreien Städten und Landkreisen
# 
Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;FDP;FDP;DIE LINKE;DIE LINKE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;REP;REP;Tierschutzpartei;Tierschutzpartei;FAMILIE;FAMILIE;PIRATEN;PIRATEN;ÖDP;ÖDP;PBC;PBC;Volksabstimmung;Volksabstimmung;BP;BP;CM;CM;AUF;AUF;DKP;DKP;BüSo;BüSo;PSG;PSG;AfD;AfD;PRO NRW;PRO NRW;MLPD;MLPD;NPD;NPD;Die PARTEI;Die PARTEI;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
9571;"Ansbach";9;139801;139927;55113;57993;194;437;54919;57556;;;11590;7168;6081;5736;1302;4822;1550;1463;22036;24989;3242;7495;212;904;503;377;248;363;540;326;1779;1545;259;391;161;92;435;337;104;128;145;91;28;18;5;20;7;14;3988;;23;;11;;495;;175;;;1277;
9572;"Erlangen-Höchstadt";9;102993;101142;48417;47681;154;249;48263;47432;;;12111;7815;6879;6329;1535;5049;1307;1096;17124;18822;2448;4756;110;434;436;324;143;259;586;441;714;580;111;130;96;69;308;171;29;53;76;43;8;7;8;6;9;6;3671;;12;;16;;276;;250;;;1042;
9573;"Fürth";9;90790;89137;40010;40808;140;258;39870;40550;;;11080;6994;4815;4421;939;3320;1371;1099;13555;13977;1594;7386;153;611;452;306;144;223;531;301;611;470;105;145;104;78;238;123;37;45;97;53;17;27;7;16;10;2;3442;;17;;10;;326;;215;;;953;
9574;"Nürnberger Land";9;129375;128474;57895;59327;233;382;57662;58945;;;15411;10788;7502;7876;1507;5376;1881;1374;19597;21864;3169;6484;329;1161;632;518;165;222;679;352;1111;776;116;234;128;78;313;281;54;59;174;77;21;28;12;11;8;2;4275;;18;;8;;315;;237;;;1384;
9575;"Neustadt a.d.Aisch-Bad Windsheim";9;77421;77364;33005;33941;141;251;32864;33690;;;7038;4179;3384;3079;752;2768;853;726;13807;13806;1937;5718;116;444;317;239;188;271;341;221;1035;1066;91;131;69;55;228;170;51;61;80;53;10;17;4;3;10;11;2111;;4;;16;;296;;126;;;672;
9576;"Roth";9;97193;96375;41456;42840;167;302;41289;42538;;;9122;6230;5087;4162;902;3531;1317;923;16273;18313;2517;5909;147;491;484;300;153;235;438;260;743;521;78;118;118;79;274;222;43;45;91;80;12;13;7;13;17;3;2999;;11;;10;;284;;162;;;1090;
9577;"Weißenburg-Gunzenhausen";9;72500;72573;29964;30477;138;232;29826;30245;;;6545;4647;3303;2735;573;2576;751;718;12559;13714;1178;2977;100;366;259;229;90;151;304;199;1248;818;89;141;52;51;227;166;52;58;92;49;6;10;12;9;7;6;2058;;11;;9;;170;;131;;;625;
9661;"Aschaffenburg, Stadt";9;49917;49816;17112;16972;123;222;16989;16750;;;3939;2419;2560;2525;680;1879;688;564;5822;7462;264;373;83;285;185;121;45;75;279;162;448;220;15;29;33;25;104;56;21;18;32;10;9;8;4;1;7;4;1443;;7;;30;;165;;126;;;514;
9662;"Schweinfurt, Stadt";9;38947;39730;13598;14671;91;127;13507;14544;;;3717;2981;1208;1285;465;1039;864;852;5025;6489;254;696;146;253;108;95;23;60;169;106;190;131;24;42;24;21;52;60;14;31;35;8;8;7;2;2;4;4;989;;9;;22;;88;;67;;;382;
9663;"Würzburg, Stadt";9;99770;100336;41643;42802;133;277;41510;42525;;;9510;6539;8235;8542;1795;4103;1765;1336;12881;16561;722;1559;213;603;413;390;92;150;1029;546;989;839;44;89;43;63;115;120;40;62;92;50;30;19;9;5;9;12;2895;;15;;6;;122;;446;;;937;
9671;"Aschaffenburg";9;134223;134051;53199;54219;349;681;52850;53538;;;11845;7532;5557;5661;1640;5395;1387;1025;22104;27162;1773;2053;351;1041;570;400;239;335;617;408;789;597;42;56;167;128;362;207;90;122;102;56;20;25;20;15;16;8;4404;;21;;29;;442;;263;;;1312;
9672;"Bad Kissingen";9;84410;85489;35211;38562;177;332;35034;38230;;;6518;3820;2748;2951;915;3024;1016;1088;17523;21950;1165;2115;276;746;300;254;134;257;364;213;753;456;67;102;116;75;224;202;52;101;128;28;15;14;9;11;8;12;2347;;14;;10;;227;;105;;;811;
9673;"Rhön-Grabfeld";9;64780;65372;26640;29006;135;242;26505;28764;;;4541;2802;2212;2129;658;2151;730;770;14151;17377;988;1471;125;385;197;150;118;185;251;177;316;297;51;54;71;32;181;174;25;70;110;30;11;8;10;3;9;8;1370;;8;;15;;225;;132;;;491;
9674;"Haßberge";9;68335;68573;29204;30758;119;242;29085;30516;;;6328;4019;2047;1914;675;2259;800;875;14100;16372;1264;2389;161;415;255;168;114;176;271;208;688;567;31;49;79;49;223;215;36;51;90;17;10;18;6;7;10;4;1396;;22;;12;;361;;106;;;744;
9675;"Kitzingen";9;69555;69084;30027;29986;124;202;29903;29784;;;5485;3405;2696;2468;733;2278;699;659;14454;14722;1872;3669;149;539;277;196;101;169;301;186;591;500;68;104;67;37;275;187;34;30;44;21;14;6;2;3;8;11;1688;;9;;5;;233;;98;;;594;
9676;"Miltenberg";9;96324;96735;37507;38667;222;481;37285;38186;;;8254;5013;3504;3349;1176;3430;848;657;16282;20110;1986;2167;163;533;412;294;153;266;357;254;694;732;34;48;106;102;239;168;68;64;101;38;11;12;4;3;14;9;2355;;17;;10;;318;;179;;;937;
9677;"Main-Spessart";9;101181;102291;42611;46274;201;439;42410;45835;;;8841;5468;4120;4199;932;3224;905;976;18912;22693;2446;5842;259;674;505;361;145;217;507;306;447;490;55;111;124;76;236;205;42;42;81;30;21;18;14;10;11;13;3342;;13;;21;;277;;154;;;880;
9678;"Schweinfurt";9;91692;91169;40853;42167;209;358;40644;41809;;;8001;5063;3402;3324;938;2637;1290;1258;19938;23616;1508;2655;366;712;325;248;194;237;376;245;503;366;66;95;92;66;267;247;60;80;111;27;6;18;16;8;8;6;2708;;18;;13;;297;;141;;;901;
9679;"Würzburg";9;127059;125868;60414;61587;250;467;60164;61120;;;13624;9066;7500;7281;1659;4756;1464;1455;25210;29300;2028;3862;536;1218;591;512;219;331;831;468;1020;930;88;160;124;88;296;270;66;75;119;40;21;19;20;19;18;14;4124;;23;;12;;291;;280;;;1256;
9761;"Augsburg, Stadt";9;188472;186147;68429;68741;267;523;68162;68218;;;14001;10402;10932;10333;1870;5388;3395;2387;23674;31896;1172;1407;269;773;762;617;177;216;1306;744;1401;1063;108;111;94;145;515;420;68;102;260;85;53;52;27;28;10;16;7078;;32;;63;;353;;542;;;2033;
9762;"Kaufbeuren, Stadt";9;31430;31748;11037;11971;40;83;10997;11888;;;1935;1113;1435;1416;375;1017;414;343;4382;6345;446;523;35;126;116;78;36;40;139;100;208;164;16;37;25;22;172;155;11;35;64;10;4;5;0;3;3;1;1076;;4;;0;;63;;38;;;355;
9763;"Kempten (Allgäu), Stadt";9;48210;47644;17296;17453;65;131;17231;17322;;;3323;1955;2266;2387;639;1792;601;496;6022;8316;1215;574;138;376;175;143;56;70;205;109;318;367;31;42;37;48;84;133;27;28;69;22;7;9;4;7;2;;1865;;3;;11;;62;;71;;;448;
9764;"Memmingen, Stadt";9;29910;29832;11160;11488;54;114;11106;11374;;;2127;1407;1133;1168;404;1142;340;253;4067;5541;407;383;43;131;105;84;31;35;96;89;739;554;47;103;28;26;67;82;25;28;47;11;2;4;4;1;5;6;1231;;1;;3;;114;;40;;;326;
9771;"Aichach-Friedberg";9;98943;96717;40818;41874;130;246;40688;41628;;;6502;3872;4026;3977;1020;3356;716;646;18703;23958;1585;1730;396;651;441;311;152;200;363;281;1385;837;61;59;68;77;646;531;68;101;165;26;10;18;5;9;0;8;4032;;16;;9;;162;;157;;;980;
9772;"Augsburg";9;185425;181931;74330;77682;313;567;74017;77115;;;11817;7744;7765;7580;1882;6006;1746;1455;33249;43959;4065;3693;413;943;747;587;219;351;661;478;1589;1168;97;126;147;132;835;680;103;135;241;83;16;27;22;23;14;12;7764;;26;;16;;304;;279;;;1933;
9773;"Dillingen a.d.Donau";9;72224;72114;26453;29265;103;225;26350;29040;;;3751;2607;2082;1978;697;2283;481;479;12758;16977;1923;2030;766;743;301;201;90;162;189;158;334;278;39;57;69;66;352;282;39;42;71;25;10;11;8;6;6;4;2060;;12;;6;;233;;73;;;651;
9774;"Günzburg";9;89371;89378;31431;34240;117;268;31314;33972;;;4581;3163;2561;2286;760;2674;685;621;14918;19668;1762;2178;241;432;370;250;143;215;259;231;570;720;45;72;115;81;376;376;70;81;113;45;10;8;7;18;6;10;3264;;8;;6;;325;;119;;;843;
9775;"Neu-Ulm";9;122776;120758;45719;45038;190;396;45529;44642;;;9322;5758;4628;4822;1493;4763;1397;1040;18288;21937;1524;1828;137;490;457;324;178;256;523;365;1026;894;105;148;145;145;349;256;58;114;244;71;19;21;10;11;13;4;4909;;22;;12;;463;;207;;;1395;
9776;"Lindau (Bodensee)";9;59362;58806;23694;23552;101;202;23593;23350;;;3814;2367;3184;3130;832;2307;670;560;9623;11740;1640;989;59;188;255;163;74;100;218;124;973;772;40;55;73;70;140;159;78;85;103;31;6;10;4;4;6;3;1616;;8;;5;;88;;84;;;493;
9777;"Ostallgäu";9;103730;102250;42411;44723;173;363;42238;44360;;;6022;3231;4821;5025;1096;3370;726;693;18902;24760;2751;2690;148;435;379;297;152;239;340;245;1303;836;46;74;68;81;1297;1283;84;158;333;42;11;9;4;16;8;8;3412;;9;;6;;173;;147;;;868;
9778;"Unterallgäu";9;106402;103919;41387;45073;210;517;41177;44556;;;5139;3202;3624;3364;1079;3971;835;662;18769;25184;3185;3093;166;514;401;300;124;285;302;251;2017;1683;98;183;110;99;462;508;167;139;253;51;11;16;21;21;14;10;3961;;18;;11;;306;;104;;;1020;
9779;"Donau-Ries";9;99971;99214;40570;42723;159;319;40411;42404;;;6596;4223;3391;3065;887;2717;894;885;20635;26350;1657;1670;167;428;359;259;171;226;269;228;982;784;47;82;103;77;482;366;68;80;109;36;18;13;14;11;8;6;3146;;13;;11;;256;;128;;;898;
9780;"Oberallgäu";9;117420;115433;49173;49849;186;428;48987;49421;;;6552;3617;5560;6108;1388;4641;923;747;20415;27166;6689;2361;270;699;440;393;140;261;359;214;971;1100;65;102;99;115;433;523;87;167;239;46;7;18;13;24;5;7;4031;;10;;6;;163;;122;;;1112;
909;"Bayern";99;9503690;9386096;3886041;3974578;14589;27974;3871452;3946604;;;779399;507527;466916;455032;118364;356506;113914;91733;1567448;1896762;166631;266257;19038;50685;40608;30209;11780;18047;46047;29236;104063;83927;5686;8381;8237;6529;49273;40244;4673;6332;10670;3890;1707;1940;1091;1185;858;747;311982;;1263;;1266;;22824;;17714;;;91435;

10041;"Regionalverband Saarbrücken";10;251551;256570;121445;133723;2797;4607;118648;129116;36080;41365;40328;34036;9426;12763;3329;10384;9802;18039;;;1005;1454;221;867;2125;2083;1407;1907;2320;1235;277;200;52;59;281;294;31;73;128;172;167;161;151;203;28;24;27;35;8342;;69;;103;;1981;;968;;;3762;
10042;"Merzig-Wadern";10;81279;83122;49068;53543;1708;2798;47360;50745;19507;20090;15082;12762;2198;3192;979;4918;2588;4795;;;371;596;66;296;776;738;557;864;804;402;73;47;41;41;120;120;28;26;66;134;302;226;27;41;20;12;11;8;2888;;23;;11;;590;;232;;;1437;
10043;"Neunkirchen";10;109755;112983;56433;66767;1826;2936;54607;63831;17740;21141;20853;20256;2489;3753;957;4217;3838;8502;;;285;394;83;452;1028;965;851;1154;980;522;75;39;41;40;177;179;34;31;53;83;73;86;42;69;18;9;14;12;3944;;23;;14;;674;;321;;;1927;
10044;"Saarlouis";10;158330;161350;85962;96606;3022;4385;82940;92221;30144;33470;28746;23820;4516;6834;1752;8103;5129;11109;;;752;1127;162;634;1385;1288;1047;1439;1265;797;121;94;44;59;250;219;32;51;107;179;168;89;32;60;24;20;20;15;5532;;26;;36;;1184;;466;;;2814;
10045;"Saarpfalz-Kreis";10;117837;119511;67638;70899;2306;3201;65332;67698;22037;24670;22317;16494;4186;5520;1560;5784;3979;7529;;;532;842;129;612;1142;931;1669;2225;1039;550;134;77;79;84;200;166;42;32;69;99;144;110;30;51;15;6;19;14;4799;;23;;27;;767;;394;;;1902;
10046;"St. Wendel";10;74441;75820;48723;52780;2036;2943;46687;49837;19674;21960;15683;13308;1947;2798;704;3130;2294;4596;;;305;325;85;311;793;614;680;807;652;350;72;39;31;43;116;94;33;33;47;81;92;51;16;26;11;11;12;11;2743;;18;;6;;398;;275;;;1249;
910;"Saarland";99;793193;809356;429269;474318;13695;20870;415574;453448;145182;162696;143009;120676;24762;34860;9281;36536;27630;54570;;;3250;4738;746;3172;7249;6619;6211;8396;7060;3856;752;496;288;326;1144;1072;200;246;470;748;946;723;298;450;116;82;103;95;28248;;182;;197;;5594;;2656;;;13091;

11000;"Berlin, Stadt";11;2519758;2473787;1177832;869339;18166;10989;1159666;858350;232274;208395;278694;161635;220998;202437;31953;74522;188344;126442;;;3454;3932;2863;8001;18601;11617;6107;5909;37442;12063;3674;2018;872;1186;3883;1966;468;682;550;746;1095;1080;3009;1971;692;655;745;713;91759;;646;;1169;;11842;;18532;;;32380;
911;"Berlin";99;2519758;2473787;1177832;869339;18166;10989;1159666;858350;232274;208395;278694;161635;220998;202437;31953;74522;188344;126442;;;3454;3932;2863;8001;18601;11617;6107;5909;37442;12063;3674;2018;872;1186;3883;1966;468;682;550;746;1095;1080;3009;1971;692;655;745;713;91759;;646;;1169;;11842;;18532;;;32380;

12051;"Brandenburg an der Havel, Stadt";12;60560;62780;22078;15330;649;246;21429;15084;5978;3411;6368;4051;1223;1068;303;929;3908;3883;;;126;42;48;75;341;188;325;237;373;178;45;23;16;27;74;51;11;8;22;14;28;11;69;28;10;12;6;9;1671;;8;;24;;288;;164;;;839;
12052;"Cottbus, Stadt";12;82908;85457;33305;22070;732;291;32573;21779;7751;4563;8295;5160;1964;1934;690;1306;6993;6213;;;219;70;91;117;462;259;508;348;554;286;72;56;34;61;138;59;16;6;23;32;58;36;108;61;11;17;23;21;3175;;14;;55;;760;;559;;;1174;
12053;"Frankfurt (Oder), Stadt";12;47810;51242;19836;14630;451;217;19385;14413;4154;3146;4288;2825;1229;1063;296;776;5103;4795;;;99;41;55;92;248;157;329;286;323;149;34;25;16;18;87;36;10;11;12;13;14;27;66;52;10;18;11;12;2482;;7;;23;;316;;173;;;871;
12054;"Potsdam, Stadt";12;128782;124676;63897;46116;961;500;62936;45616;10390;6722;17115;10605;8435;7143;1625;3182;14472;12901;;;255;136;135;184;978;635;863;875;1694;778;210;138;63;68;202;83;19;35;35;46;59;57;232;171;44;22;39;46;4544;;38;;77;;504;;908;;;1789;
12060;"Barnim";12;148233;150517;66884;42834;1571;584;65313;42250;14546;8390;15976;8342;4172;3786;1242;2833;16107;13281;;;830;322;270;353;1205;693;1152;842;1044;345;138;94;56;63;346;132;43;36;30;36;78;77;256;159;59;28;44;36;5429;;34;;74;;1752;;430;;;2402;
12061;"Dahme-Spreewald";12;134573;136554;68953;45497;2069;672;66884;44825;16749;10196;17766;9933;3693;3584;1503;3414;12660;11502;;;719;280;394;419;1176;699;1449;1008;1187;386;124;72;64;52;288;178;36;36;52;51;88;73;255;149;36;33;36;36;6041;;40;;73;;2009;;446;;;2724;
12062;"Elbe-Elster";12;91556;99395;46495;29375;1957;591;44538;28784;14802;8425;10282;6036;1366;1239;971;2084;7616;6369;;;618;136;278;259;869;489;1288;798;658;222;59;42;86;72;221;120;17;22;54;47;81;65;95;65;36;18;34;27;3226;;25;;71;;1523;;262;;;2249;
12063;"Havelland";12;127809;128582;58800;38053;1333;467;57467;37586;14679;9365;16082;9001;4235;4012;1432;3293;9253;7426;;;357;187;204;306;1005;507;1038;766;1070;342;97;76;72;77;211;98;30;27;35;36;65;55;76;60;29;19;35;13;5424;;40;;57;;1589;;352;;;1920;
12064;"Märkisch-Oderland";12;158572;163256;72311;47640;2075;669;70236;46971;15774;9049;17936;9415;3627;3379;1318;3381;16793;15400;;;553;225;324;302;1346;716;1607;1065;1171;455;165;90;41;81;371;128;48;36;49;54;81;79;264;139;49;36;54;32;6227;;40;;74;;1855;;469;;;2909;
12065;"Oberhavel";12;169019;169407;79699;51789;1768;740;77931;51049;19622;11868;22374;11649;5061;5315;1716;4428;13123;11715;;;607;250;269;473;1488;787;1392;989;1415;411;157;85;91;86;313;146;32;25;59;53;99;108;135;85;48;23;41;23;7233;;58;;62;;2020;;516;;;2530;
12066;"Oberspreewald-Lausitz";12;98281;107269;45553;29838;1546;654;44007;29184;12553;7707;11100;6545;1479;1300;783;1866;8435;7315;;;521;163;252;249;726;401;1076;750;601;262;61;53;39;52;233;115;32;27;50;37;70;76;58;62;33;23;37;24;3622;;28;;57;;1858;;303;;;2157;
12067;"Oder-Spree";12;150759;157884;74071;47882;2114;702;71957;47180;16732;9775;18550;10679;3419;3209;1435;3219;15095;13787;;;598;201;447;404;1495;768;1753;1150;1197;344;111;77;54;82;421;160;49;34;51;51;82;92;182;114;46;31;43;35;7100;;49;;128;;2458;;462;;;2968;
12068;"Ostprignitz-Ruppin";12;84740;89242;35720;22693;1036;294;34684;22399;9402;5169;10160;5544;1864;1693;618;1539;6527;5734;;;314;112;120;146;587;275;797;511;467;142;73;45;61;51;145;74;18;15;24;38;55;46;62;38;22;15;24;18;2323;;25;;44;;757;;195;;;1194;
12069;"Potsdam-Mittelmark";12;168741;169831;89615;57795;2518;808;87097;56987;22748;13320;25390;13718;7428;6637;2406;5134;13680;11762;;;581;233;284;318;1425;786;1652;1134;1480;466;173;86;72;99;353;200;62;40;50;50;107;88;186;104;63;40;39;44;6826;;53;;81;;1402;;556;;;2728;
12070;"Prignitz";12;67372;72663;28594;20030;754;318;27840;19712;8147;5242;8878;4903;914;911;557;1490;5058;4845;;;203;95;124;107;406;235;510;468;337;93;41;54;42;42;101;56;19;16;25;21;34;43;40;44;9;12;17;16;1675;;17;;26;;552;;108;;;1019;
12071;"Spree-Neiße";12;102604;111578;50375;32617;1832;612;48543;32005;13492;8064;12242;6890;1940;1783;1032;2237;8707;8158;;;360;136;292;332;875;508;1204;857;612;293;92;59;46;86;275;133;35;25;38;51;123;54;98;65;22;16;35;34;4634;;29;;57;;1954;;349;;;2224;
12072;"Teltow-Fläming";12;133945;136163;59484;41873;1679;640;57805;41233;13873;9288;16524;10275;3275;3248;1223;3421;11110;9529;;;616;216;351;263;1142;695;1271;948;1011;322;112;84;58;99;268;107;37;44;57;57;86;72;143;90;39;35;35;28;4921;;24;;50;;1195;;384;;;2412;
12073;"Uckermark";12;103892;111375;45439;29658;1518;399;43921;29259;12076;6916;12156;7044;1733;1585;901;1835;9087;8072;;;336;81;187;227;633;408;1159;690;564;163;68;50;25;44;212;101;18;18;36;24;68;35;110;79;68;21;27;24;2818;;24;;54;;1283;;278;;;1842;
912;"Brandenburg";99;2060156;2127871;961109;635720;26563;9404;934546;626316;233468;140616;251482;142615;57057;52889;20051;46367;183727;162687;;;7912;2926;4125;4626;16407;9206;19373;13722;15758;5637;1832;1209;936;1160;4259;1977;532;461;702;711;1276;1094;2435;1565;634;419;580;478;79371;;553;;1087;;24075;;6914;;;35951;

13003;"Rostock";13;169595;169654;69529;73343;1319;1775;68210;71568;16144;16029;15527;13925;6836;6922;1278;5844;16524;19290;;;440;383;105;728;788;787;941;1367;1357;1004;144;130;65;98;334;277;28;30;59;47;140;127;198;165;30;34;51;87;5278;;39;;119;;1023;;762;;;4294;
13004;"Schwerin";13;77683;78917;35046;31706;675;764;34371;30942;9294;7973;9159;6654;2483;2395;715;1962;7372;8485;;;247;127;75;261;320;292;335;507;472;265;73;38;35;38;141;92;17;20;29;15;63;45;95;49;38;16;21;24;2476;;9;;50;;645;;207;;;1684;
13071;"Mecklenburgische Seenplatte";13;223761;237584;102925;108888;3819;5537;99106;103351;35961;34295;19824;16013;3856;4482;1682;7194;21242;26666;;;681;824;393;1448;1120;1293;1635;2521;1103;638;164;131;148;174;598;403;60;62;146;118;307;232;223;192;104;82;84;88;6087;;40;;198;;2885;;565;;;6495;
13072;"Landkreis Rostock";13;177347;184934;85498;89546;2734;4247;82764;85299;30457;28477;17722;14236;3707;4484;1552;7162;15148;18866;;;959;635;225;1018;921;1197;1440;2185;820;607;120;123;116;143;407;325;55;47;110;68;364;316;215;174;60;62;67;73;5551;;63;;90;;2180;;415;;;5101;
13073;"Vorpommern-Rügen";13;190192;199735;85889;89765;3254;4545;82635;85220;35062;33963;12984;9388;3479;3740;1516;6193;14836;19415;;;516;622;332;1343;994;1084;1285;2013;972;646;116;95;110;129;472;353;73;62;113;116;202;160;194;168;57;75;87;67;6643;;49;;118;;1968;;457;;;5588;
13074;"Nordwestmecklenburg";13;129198;133986;62945;65453;2228;3125;60717;62328;18907;18104;16398;14018;3184;3446;1235;4808;10808;13313;;;444;391;181;619;743;848;1053;1634;715;449;104;74;83;86;301;237;28;57;47;59;139;113;163;112;32;52;53;48;4147;;35;;81;;1491;;345;;;3860;
13075;"Vorpommern-Greifswald";13;199588;210815;96207;99604;3710;5418;92497;94186;33979;33242;15222;11150;4153;5091;1693;6721;17179;22020;;;562;798;376;1920;1270;1334;1659;2655;1301;852;187;128;132;166;553;440;76;67;164;134;289;212;211;225;89;119;90;103;7254;;77;;119;;5135;;727;;;6809;
13076;"Ludwigslust-Parchim";13;177406;187708;91000;94978;3347;4869;87653;90109;30464;29364;22276;18847;3082;3890;1793;7286;16089;18250;;;580;460;248;1153;947;1154;1521;2245;822;571;140;112;139;198;488;350;58;82;102;99;248;187;177;144;46;80;62;63;5112;;50;;103;;2704;;402;;;5574;
913;"Mecklenburg-Vorpommern";99;1344770;1403333;629039;653283;21086;30280;607953;623003;210268;201447;129112;104231;30780;34450;11464;47170;119198;146305;;;4429;4240;1935;8490;7103;7989;9869;15127;7562;5032;1048;831;828;1032;3294;2477;395;427;770;656;1752;1392;1476;1229;456;520;515;553;42548;;362;;878;;18031;;3880;;;39405;

14511;"Chemnitz, Stadt";14;200626;206031;89204;96548;1580;2618;87624;93930;23924;25968;17560;14883;5743;6876;2342;9752;19668;22503;;;604;853;433;2652;1262;1362;965;1408;1657;1037;185;120;328;467;409;345;56;58;129;170;296;286;161;161;60;104;46;72;8508;;137;;127;;2122;;902;;;4853;
14521;"Erzgebirgskreis";14;299341;322262;154945;157950;5962;8458;148983;149492;58167;58670;19304;14347;4263;5027;3893;14789;25555;29208;;;3129;3285;770;4821;2177;2345;2234;3026;1470;1189;237;163;1301;2448;696;618;102;112;541;755;643;622;168;193;81;113;64;96;16912;;75;;137;;6356;;708;;;7665;
14522;"Mittelsachsen";14;266103;285353;137384;162775;4679;9534;132705;153241;52810;61727;18764;16126;4663;5738;3684;15083;22961;29604;;;2415;2281;681;4533;2003;2529;2171;3281;1605;1379;229;175;414;609;719;645;95;104;211;333;307;420;195;235;61;170;48;103;12489;;58;;133;;5161;;828;;;8166;
14523;"Vogtlandkreis";14;200127;214527;96630;94832;3140;4334;93490;90498;33208;32054;16586;11875;3233;4337;2466;9104;16866;18708;;;1345;1234;451;2438;1377;1292;1303;1595;913;691;180;96;793;1189;442;373;91;93;236;292;334;292;125;139;40;50;41;47;9510;;38;;101;;3287;;524;;;4599;
14524;"Zwickau";14;279269;298582;129666;127844;4069;5831;125597;122013;45415;43671;19674;15115;4706;5654;3328;11893;23946;25984;;;2972;2351;529;3169;1890;1912;1595;2070;1283;1101;230;115;894;1186;596;448;98;86;278;397;448;463;170;193;78;102;31;79;12066;;64;;151;;4499;;656;;;6024;
14612;"Dresden, Stadt";14;431526;421924;232079;207708;3648;4848;228431;202860;65737;66944;36051;22756;28086;27865;6012;20339;43898;36853;;;2344;1830;455;3528;2926;2426;1946;2203;6155;3869;778;430;457;605;821;666;107;107;169;245;409;616;347;301;255;384;83;108;21693;;104;;253;;5220;;4125;;;10785;
14625;"Bautzen";14;260686;278965;136092;138498;4573;6987;131519;131511;51059;50294;17038;13085;4232;5398;3619;12892;22757;25494;;;2917;2304;580;3655;1862;2189;2538;3488;1730;1212;194;192;433;585;835;720;94;99;176;337;305;492;177;217;82;135;55;84;14230;;69;;134;;5524;;879;;;8639;
14626;"Görlitz";14;221577;240025;110824;113071;4163;5691;106661;107380;40623;40318;13042;9938;3895;4869;2269;9154;18050;21272;;;2313;2085;539;3225;1791;2222;2404;2994;1361;1036;203;153;418;507;723;683;114;93;202;297;263;292;136;162;116;146;67;89;12584;;80;;129;;4588;;751;;;7845;
14627;"Meißen";14;205737;216936;104260;103558;3174;4759;101086;98799;37589;38110;13283;9670;4951;6054;2993;9747;16684;18313;;;1860;1279;396;2770;1462;1644;1632;2178;1472;939;176;140;209;239;515;434;74;67;89;162;197;279;125;137;133;148;37;71;12292;;111;;125;;4033;;648;;;6418;
14628;"Sächsische Schweiz-Osterzgebirge";14;206844;216356;111731;112016;3468;5491;108263;106525;42094;43271;12298;8727;4468;5514;2791;10307;16786;18637;;;2645;2172;449;3564;1626;1821;1649;2302;1241;1095;189;154;182;255;572;509;84;111;107;159;221;286;126;157;106;133;47;60;13574;;54;;107;;6168;;679;;;7291;
14713;"Leipzig, Stadt";14;434618;415150;185252;173789;3382;4334;181870;169455;43045;42250;38255;27389;22531;22184;3965;16209;38330;38630;;;1037;1290;351;2632;2720;2396;1673;1909;4431;2871;546;321;307;426;774;635;81;94;114;146;235;295;341;363;156;240;114;221;15277;;70;;268;;3882;;3367;;;8954;
14729;"Leipzig";14;218976;231514;105298;110651;3096;5164;102202;105487;39230;37884;17573;14450;3949;5084;2441;10555;17911;21215;;;1501;1380;380;2418;1581;1748;1657;2084;1202;897;142;129;143;295;508;470;59;77;116;150;159;209;143;159;59;81;46;75;9171;;43;;103;;3504;;581;;;6127;
14730;"Nordsachsen";14;167553;179152;75879;78114;2553;3749;73326;74365;26998;26070;12960;10142;2536;3021;1786;7706;13441;15567;;;1520;1211;385;1984;996;1117;1212;1546;785;589;102;82;69;117;387;325;33;54;57;88;96;154;88;138;34;52;43;60;5957;;31;;87;;3307;;416;;;4342;
914;"Sachsen";99;3392983;3526777;1669244;1677354;47487;71798;1621757;1605556;559899;567231;252388;188503;97256;107621;41589;157530;296853;321988;;;26602;23555;6399;41389;23673;25003;22979;30084;25305;17905;3391;2270;5948;8928;7997;6871;1088;1155;2425;3531;3913;4706;2302;2555;1261;1858;722;1165;164263;;934;;1855;;57651;;15064;;;91708;

15001;"Dessau-Roßlau, Stadt";15;71682;76861;33690;20669;859;530;32831;20139;9438;6045;7650;3737;1880;1681;1035;1586;6954;4860;;;287;87;143;169;549;234;557;314;359;161;37;31;19;22;185;32;29;13;78;41;72;30;40;38;19;9;16;16;2689;;25;;47;;563;;160;;;1033;
