Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;CSU;CSU;DIE LINKE;DIE LINKE;FDP;FDP;REP;REP;Die Tierschutzpartei;Die Tierschutzpartei;FAMILIE;FAMILIE;ödp;ödp;DIE FRAUEN;DIE FRAUEN;Volksabstimmung;Volksabstimmung;PBC;PBC;CM;CM;AUFBRUCH;AUFBRUCH;DKP;DKP;BP;BP;PSG;PSG;BüSo;BüSo;50Plus;50Plus;AUF;AUF;DVU;DVU;DIE GRAUEN;DIE GRAUEN;DIE VIOLETTEN;DIE VIOLETTEN;EDE;EDE;FBI;FBI;VOLKSENTSCHEIDE;VOLKSENTSCHEIDE;FW FREIE WÄHLER;FW FREIE WÄHLER;Newropeans;Newropeans;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
9475;"Hof";9;82142;84979;32651;32562;327;342;32324;32220;;;6488;7106;2016;1799;15343;19210;823;267;2497;893;379;716;240;302;170;203;237;296;35;96;59;143;311;385;53;63;36;36;14;20;174;202;2;21;5;13;39;;90;;51;;27;;41;;3;;25;;29;;2705;;6;;197;;89;;140;;;449;
9476;"Kronach";9;58632;59899;25352;32839;463;1462;24889;31377;;;5196;8464;1120;1217;12254;18420;541;212;2003;728;342;532;171;239;112;170;145;170;41;116;25;121;84;125;41;41;17;27;7;17;100;142;6;25;4;7;30;;28;;57;;14;;34;;7;;17;;20;;2229;;18;;107;;48;;71;;;604;
9477;"Kulmbach";9;61669;62562;25748;25003;186;333;25562;24670;;;4916;5671;1916;1875;11992;13579;532;193;2034;939;286;648;190;222;123;166;295;249;42;75;39;114;87;102;28;46;27;27;7;25;126;130;8;14;8;11;40;;43;;63;;19;;36;;6;;13;;32;;2327;;4;;150;;73;;100;;;584;
9478;"Lichtenfels";9;55106;55311;24331;21726;240;283;24091;21443;;;3247;3534;1270;1195;12862;13831;354;127;1749;602;274;364;143;147;127;129;334;256;38;90;39;99;73;106;43;49;19;37;3;13;130;149;6;15;3;10;39;;11;;86;;17;;36;;5;;31;;28;;2798;;5;;206;;38;;77;;;690;
9479;"Wunsiedel i.Fichtelgebirge";9;63282;66236;25427;23562;293;392;25134;23170;;;5787;5712;1537;1323;11055;13219;765;178;1780;601;451;427;267;261;146;152;174;185;42;70;37;127;109;117;36;38;33;29;8;16;223;182;1;21;4;12;43;;14;;122;;37;;26;;10;;24;;39;;1981;;6;;142;;95;;140;;;500;
9561;"Ansbach, Stadt";9;31226;30836;11435;11208;99;110;11336;11098;;;1937;2142;1420;1664;4122;5221;447;117;935;418;162;333;95;111;52;84;479;510;19;45;21;54;44;94;19;18;10;14;5;19;56;50;3;5;2;8;24;;9;;29;;13;;18;;2;;18;;19;;1155;;4;;79;;76;;62;;;191;
9562;"Erlangen, Stadt";9;76157;73606;34910;37815;193;404;34717;37411;;;6293;7879;6818;7633;11457;16162;1222;536;3761;2094;207;350;243;336;157;212;860;903;69;167;39;121;93;105;26;35;33;45;22;43;101;139;7;35;14;30;60;;36;;81;;29;;66;;22;;29;;43;;2006;;20;;550;;199;;154;;;586;
9563;"Fürth, Stadt";9;82985;79988;30734;29153;256;335;30478;28818;;;6523;6896;4522;4284;9586;12886;1555;511;2641;1091;398;639;294;332;161;226;405;371;84;127;64;145;99;125;32;24;41;31;25;34;96;141;7;26;6;14;60;;95;;186;;43;;52;;4;;26;;52;;2680;;12;;346;;197;;186;;;915;
9564;"Nürnberg, Stadt";9;345854;337154;138900;138384;1030;1591;137870;136793;;;28682;30828;21241;21893;47394;62750;6179;2732;13068;5068;1986;2711;1386;1446;579;799;2153;1668;290;542;261;723;338;573;154;155;118;257;127;179;506;637;36;98;28;78;333;;216;;724;;177;;297;;52;;116;;221;;7966;;96;;1403;;940;;803;;;3656;
9565;"Schwabach, Stadt";9;29197;28694;12172;11376;104;130;12068;11246;;;2172;2347;1544;1585;4724;5563;391;125;1089;458;138;218;120;125;48;66;223;231;15;44;12;45;56;99;11;17;9;18;7;7;57;59;1;6;3;4;25;;16;;37;;20;;25;;2;;13;;13;;1089;;3;;94;;50;;61;;;229;
9571;"Ansbach";9;139927;138510;57993;52414;437;566;57556;51848;;;7168;7745;5736;5384;24989;30399;1463;389;4822;1766;904;1656;377;394;363;389;1545;1228;99;218;92;215;391;656;128;106;70;74;18;36;337;338;14;28;20;38;105;;91;;173;;49;;108;;14;;61;;74;;7495;;17;;326;;229;;278;;;789;
9572;"Erlangen-Höchstadt";9;101142;98184;47681;43536;249;350;47432;43186;;;7815;8055;6329;6139;18822;23147;1096;403;5049;2078;434;554;324;362;259;279;580;581;79;150;69;137;130;174;53;52;49;47;7;19;171;197;6;15;6;23;101;;43;;106;;42;;49;;15;;55;;64;;4756;;18;;441;;227;;237;;;774;
9573;"Fürth";9;89137;87254;40808;38514;258;433;40550;38081;;;6994;8241;4421;4806;13977;19167;1099;393;3320;1562;611;938;306;414;223;274;470;485;43;160;78;169;145;237;45;78;34;72;27;18;123;217;2;16;16;18;85;;53;;137;;42;;93;;8;;21;;59;;7386;;17;;301;;220;;194;;;816;
9574;"Nürnberger Land";9;128474;127650;59327;55596;382;495;58945;55101;;;10788;11847;7876;7342;21864;28031;1374;517;5376;2180;1161;1208;518;529;222;337;776;663;92;205;78;185;234;418;59;83;61;73;28;80;281;385;2;20;11;22;108;;77;;137;;45;;100;;15;;45;;71;;6484;;24;;352;;351;;335;;;976;
9575;"Neustadt a.d.Aisch-Bad Windsheim";9;77364;76525;33941;30365;251;317;33690;30048;;;4179;5114;3079;2926;13806;17453;726;207;2768;1051;444;589;239;245;271;282;1066;860;56;100;55;88;131;213;61;45;37;48;17;19;170;177;11;14;3;11;66;;53;;74;;28;;49;;10;;44;;42;;5718;;10;;221;;101;;155;;;606;
9576;"Roth";9;96375;94887;42840;39501;302;434;42538;39067;;;6230;6949;4162;4220;18313;22770;923;325;3531;1401;491;681;300;395;235;258;521;481;72;137;79;140;118;202;45;50;44;50;13;22;222;242;3;25;13;22;86;;80;;119;;51;;94;;6;;37;;73;;5909;;25;;260;;265;;218;;;697;
9577;"Weißenburg-Gunzenhausen";9;72573;72468;30477;30307;232;329;30245;29978;;;4647;4690;2735;2522;13714;18571;718;243;2576;850;366;693;229;209;151;166;818;925;47;102;51;89;141;228;58;52;36;40;10;23;166;176;6;13;9;17;49;;49;;91;;38;;82;;2;;19;;31;;2977;;9;;199;;100;;121;;;369;
9661;"Aschaffenburg, Stadt";9;49816;49786;16972;16558;222;262;16750;16296;;;2419;2663;2525;2285;7462;8619;564;281;1879;993;285;392;121;127;75;103;220;200;47;84;25;73;29;23;18;40;23;20;8;19;56;58;4;5;1;10;35;;10;;45;;26;;48;;4;;19;;14;;373;;7;;162;;119;;127;;;301;
9662;"Schweinfurt, Stadt";9;39730;40029;14671;14054;127;183;14544;13871;;;2981;3282;1285;1177;6489;7101;852;167;1039;556;253;591;95;105;60;76;131;214;21;49;21;78;42;48;31;35;14;13;7;10;60;54;4;16;2;3;30;;8;;39;;16;;27;;9;;10;;14;;696;;9;;106;;85;;108;;;296;
9663;"Würzburg, Stadt";9;100336;98542;42802;40581;277;394;42525;40187;;;6539;6433;8542;8517;16561;17447;1336;579;4103;2425;603;1833;390;353;150;211;839;1107;72;165;63;115;89;136;62;60;48;55;19;30;120;125;12;25;5;20;76;;50;;44;;52;;69;;25;;22;;36;;1559;;32;;546;;230;;231;;;551;
9671;"Aschaffenburg";9;134051;131888;54219;53477;681;1032;53538;52445;;;7532;8020;5661;5401;27162;30902;1025;478;5395;2551;1041;1574;400;541;335;465;597;593;97;227;128;262;56;44;122;172;60;82;25;45;207;251;8;29;15;28;117;;56;;113;;59;;82;;19;;48;;77;;2053;;15;;408;;257;;368;;;780;
9672;"Bad Kissingen";9;85489;85824;38562;36183;332;497;38230;35686;;;3820;4351;2951;2657;21950;23106;1088;224;3024;1348;746;1305;254;302;257;248;456;664;55;146;75;246;102;142;101;110;42;37;14;22;202;203;12;26;11;28;69;;28;;75;;38;;74;;5;;35;;56;;2115;;13;;213;;132;;217;;;521;
9673;"Rhön-Grabfeld";9;65372;65689;29006;28068;242;439;28764;27629;;;2802;2984;2129;1861;17377;18895;770;184;2151;990;385;921;150;189;185;195;297;285;49;131;32;161;54;71;70;89;34;48;8;22;174;156;8;20;3;9;47;;30;;46;;35;;39;;7;;19;;30;;1471;;5;;177;;67;;113;;;418;
9674;"Haßberge";9;68573;68427;30758;27680;242;390;30516;27290;;;4019;4272;1914;1901;16372;16370;875;192;2259;1156;415;824;168;219;176;214;567;690;68;100;49;122;49;79;51;58;44;34;18;16;215;212;4;18;7;6;53;;17;;72;;17;;36;;4;;38;;35;;2389;;7;;208;;121;;249;;;807;
9675;"Kitzingen";9;69084;67530;29986;26924;202;276;29784;26648;;;3405;4063;2468;2254;14722;15555;659;180;2278;1152;539;1087;196;216;169;187;500;677;47;162;37;90;104;128;30;73;30;30;6;22;187;184;11;10;3;10;33;;21;;56;;22;;42;;6;;31;;35;;3669;;9;;186;;139;;144;;;568;
9676;"Miltenberg";9;96735;95789;38667;36694;481;603;38186;36091;;;5013;5804;3349;3149;20110;21873;657;286;3430;1674;533;888;294;327;266;300;732;480;93;155;102;176;48;65;64;88;49;53;12;22;168;173;9;34;3;15;92;;38;;96;;54;;76;;5;;42;;47;;2167;;21;;254;;149;;213;;;529;
9677;"Main-Spessart";9;102291;101663;46274;40878;439;600;45835;40278;;;5468;6342;4199;3665;22693;23887;976;283;3224;1597;674;1455;361;450;217;285;490;798;65;154;76;195;111;218;42;56;56;63;18;22;205;218;13;32;10;25;76;;30;;84;;27;;84;;8;;45;;51;;5842;;13;;306;;143;;228;;;533;
9678;"Schweinfurt";9;91169;90231;42167;38507;358;563;41809;37944;;;5063;5627;3324;2864;23616;23571;1258;293;2637;1284;712;1479;248;293;237;298;366;567;79;188;66;206;95;119;80;146;48;59;18;12;247;210;6;24;8;20;48;;27;;94;;37;;85;;9;;51;;40;;2655;;9;;245;;149;;252;;;684;
9679;"Würzburg";9;125868;122550;61587;53518;467;678;61120;52840;;;9066;8884;7281;6529;29300;27945;1455;447;4756;2484;1218;2695;512;563;331;391;930;1106;118;227;88;156;160;177;75;93;70;45;19;40;270;251;14;28;19;29;125;;40;;63;;59;;118;;15;;40;;78;;3862;;27;;468;;235;;308;;;750;
9761;"Augsburg, Stadt";9;186147;178486;68741;68160;523;804;68218;67356;;;10402;11136;10333;10257;31896;35348;2387;768;5388;2728;773;1693;617;753;216;364;1063;1203;110;265;145;436;111;214;102;152;75;124;52;66;420;526;16;42;28;66;140;;85;;380;;90;;184;;28;;42;;77;;1407;;41;;744;;420;;446;;;1215;
9762;"Kaufbeuren, Stadt";9;31748;32006;11971;18649;83;364;11888;18285;;;1113;2399;1416;1545;6345;10961;343;135;1017;905;126;523;78;236;40;143;164;195;19;98;22;145;37;38;35;42;26;31;5;12;155;326;1;20;3;16;33;;10;;46;;20;;28;;3;;7;;58;;523;;2;;100;;53;;60;;;515;
9763;"Kempten (Allgäu), Stadt";9;47644;46375;17453;17188;131;195;17322;16993;;;1955;2476;2387;1802;8316;9519;496;160;1792;907;376;698;143;213;70;101;367;359;33;68;48;79;42;59;28;76;20;28;9;12;133;139;0;6;7;11;40;;22;;50;;25;;32;;7;;12;;25;;574;;13;;109;;98;;93;;;280;
9764;"Memmingen, Stadt";9;29832;29709;11488;17012;114;470;11374;16542;;;1407;2869;1168;1511;5541;9150;253;111;1142;640;131;318;84;196;35;128;554;551;20;80;26;109;103;146;28;45;10;41;4;15;82;164;6;9;1;11;27;;11;;70;;18;;27;;6;;5;;14;;383;;6;;89;;37;;86;;;448;
9771;"Aichach-Friedberg";9;96717;94144;41874;38971;246;315;41628;38656;;;3872;4159;3977;4012;23958;24680;646;227;3356;1468;651;1177;311;323;200;254;837;920;68;119;77;138;59;106;101;97;56;40;18;25;531;395;8;13;9;25;60;;26;;126;;35;;92;;9;;36;;37;;1730;;17;;281;;231;;213;;;478;
9772;"Augsburg";9;181931;178266;77682;72941;567;728;77115;72213;;;7744;9083;7580;7565;43959;45021;1455;434;6006;3051;943;1710;587;668;351;486;1168;1305;124;293;132;319;126;172;135;141;85;96;27;39;680;666;12;28;23;42;136;;83;;253;;102;;159;;16;;48;;86;;3693;;30;;478;;410;;484;;;1094;
9773;"Dillingen a.d.Donau";9;72114;71398;29265;28038;225;235;29040;27803;;;2607;3213;1978;1961;16977;17984;479;130;2283;1162;743;1207;201;227;162;194;278;455;50;110;66;202;57;63;42;63;43;44;11;13;282;269;4;16;6;19;49;;25;;109;;33;;49;;4;;27;;32;;2030;;11;;158;;92;;152;;;471;
9774;"Günzburg";9;89378;88979;34240;32305;268;327;33972;31978;;;3163;3580;2286;2245;19668;21063;621;228;2674;1200;432;940;250;291;215;220;720;624;77;145;81;224;72;117;81;107;50;64;8;18;376;306;10;14;18;20;76;;45;;132;;41;;42;;6;;31;;53;;2178;;8;;231;;130;;197;;;572;
9775;"Neu-Ulm";9;120758;117848;45038;41178;396;537;44642;40641;;;5758;6291;4822;4608;21937;22800;1040;359;4763;2082;490;879;324;383;256;323;894;552;81;195;145;289;148;149;114;151;57;83;21;33;256;365;4;19;11;48;130;;71;;217;;58;;124;;19;;40;;88;;1828;;20;;365;;241;;320;;;1032;
9776;"Lindau (Bodensee)";9;58806;56579;23552;22270;202;250;23350;22020;;;2367;2655;3130;3003;11740;12753;560;155;2307;1082;188;259;163;251;100;152;772;753;45;97;70;82;55;48;85;90;32;42;10;21;159;178;3;11;4;11;54;;31;;40;;27;;37;;4;;20;;28;;989;;9;;124;;80;;117;;;377;
9777;"Ostallgäu";9;102250;100087;44723;40135;363;314;44360;39821;;;3231;3775;5025;3714;24760;26055;693;216;3370;1654;435;624;297;319;239;244;836;827;56;143;81;186;74;92;158;137;74;78;9;28;1283;1058;8;16;16;21;71;;42;;104;;56;;82;;8;;24;;90;;2690;;18;;245;;110;;175;;;634;
9778;"Unterallgäu";9;103919;102108;45073;40263;517;454;44556;39809;;;3202;3560;3364;2781;25184;26975;662;209;3971;1483;514;664;300;375;285;270;1683;1233;92;141;99;200;183;245;139;177;60;56;16;21;508;618;10;19;21;41;71;;51;;151;;62;;89;;18;;36;;73;;3093;;12;;251;;132;;224;;;741;
9779;"Donau-Ries";9;99214;98233;42723;38956;319;401;42404;38555;;;4223;4849;3065;2797;26350;25836;885;201;2717;1158;428;897;259;311;226;209;784;812;102;189;77;183;82;91;80;79;48;52;13;28;366;316;6;29;11;21;92;;36;;113;;39;;115;;8;;38;;46;;1670;;15;;228;;119;;163;;;497;
9780;"Oberallgäu";9;115433;112322;49849;47061;428;457;49421;46604;;;3617;4597;6108;4557;27166;30427;747;234;4641;2162;699;842;393;435;261;322;1100;906;74;175;115;189;102;122;167;187;75;104;18;21;523;639;7;19;24;27;106;;46;;71;;51;;90;;18;;26;;80;;2361;;16;;214;;227;;278;;;639;
909;"Bayern";99;9386096;9173212;3974578;3638796;27974;40295;3946604;3598501;;;507527;549206;455032;421019;1896762;2063900;91733;32290;356506;151077;50685;81448;30209;33652;18047;22037;83927;87859;6731;13157;6529;15536;8381;11073;6332;7220;4854;5858;1940;2767;40244;35152;747;1873;1185;2294;7074;;3890;;9746;;3984;;8131;;1107;;3056;;5788;;266257;;1903;;29236;;18887;;20174;;;61083;

10041;"Regionalverband Saarbrücken";10;256570;260803;133723;134499;4607;7031;129116;127468;41365;51450;34036;37289;12763;12825;;;18039;3498;10384;6457;867;1356;2083;2053;1907;2935;200;213;452;684;294;477;59;88;172;219;141;209;203;469;73;;35;131;24;74;369;;161;;602;;327;;211;;33;;133;;104;;1454;;68;;1235;;344;;978;;;7041;
10042;"Merzig-Wadern";10;83122;83257;53543;53719;2798;4173;50745;49546;20090;24356;12762;14665;3192;2997;;;4795;646;4918;2242;296;562;738;780;864;950;47;63;198;243;120;215;41;100;134;191;52;79;41;68;26;;8;38;12;27;124;;226;;163;;103;;94;;9;;79;;46;;596;;16;;402;;136;;417;;;1324;
10043;"Neunkirchen";10;112983;114918;66767;64061;2936;4254;63831;59807;21141;25167;20256;20645;3753;3841;;;8502;1284;4217;2258;452;909;965;1012;1154;1589;39;77;259;303;179;271;40;58;83;81;55;86;69;112;31;;12;55;9;39;173;;86;;225;;152;;110;;18;;62;;50;;394;;30;;522;;173;;620;;;2020;
10044;"Saarlouis";10;161350;162553;96606;95328;4385;6741;92221;88587;33470;40319;23820;27256;6834;6158;;;11109;1680;8103;3784;634;1095;1288;1463;1439;1997;94;155;397;453;219;433;59;71;179;258;104;148;60;134;51;;15;120;20;55;241;;89;;290;;200;;181;;29;;105;;97;;1127;;35;;797;;293;;842;;;3008;
10045;"Saarpfalz-Kreis";10;119511;120833;70899;68772;3201;4500;67698;64272;24670;28495;16494;18062;5520;5565;;;7529;1073;5784;3190;612;987;931;936;2225;2653;77;123;240;288;166;314;84;96;99;122;55;111;51;97;32;;14;74;6;20;176;;110;;263;;135;;107;;16;;59;;66;;842;;22;;550;;196;;567;;;2066;
10046;"St. Wendel";10;75820;76436;52780;51587;2943;4258;49837;47329;21960;24964;13308;13358;2798;2651;;;4596;626;3130;1536;311;595;614;588;807;995;39;42;208;201;94;195;43;54;81;93;44;74;26;73;33;;11;52;11;29;85;;51;;132;;97;;102;;10;;46;;48;;325;;27;;350;;111;;339;;;1203;
910;"Saarland";99;809356;818800;474318;467966;20870;30957;453448;437009;162696;194751;120676;131275;34860;34037;;;54570;8807;36536;19467;3172;5504;6619;6832;8396;11119;496;673;1754;2172;1072;1905;326;467;748;964;451;707;450;953;246;;95;470;82;244;1168;;723;;1675;;1014;;805;;115;;484;;411;;4738;;198;;3856;;1253;;3763;;;16662;

11000;"Berlin, Stadt";11;2473787;2444105;869339;942981;10989;20960;858350;922021;208395;243083;161635;176955;202437;210032;;;126442;132381;74522;49275;8001;12621;11617;14549;5909;11428;2018;1945;3188;4955;1966;4204;1186;2182;746;1055;788;1467;1971;2903;682;;713;1410;655;1118;3204;;1080;;4769;;6305;;2030;;514;;851;;1025;;3932;;741;;12063;;2549;;6416;;;50458;
911;"Berlin";99;2473787;2444105;869339;942981;10989;20960;858350;922021;208395;243083;161635;176955;202437;210032;;;126442;132381;74522;49275;8001;12621;11617;14549;5909;11428;2018;1945;3188;4955;1966;4204;1186;2182;746;1055;788;1467;1971;2903;682;;713;1410;655;1118;3204;;1080;;4769;;6305;;2030;;514;;851;;1025;;3932;;741;;12063;;2549;;6416;;;50458;

12051;"Brandenburg an der Havel, Stadt";12;62780;63906;15330;11700;246;212;15084;11488;3411;2689;4051;2756;1068;870;;;3883;3400;929;535;75;157;188;192;237;144;23;29;64;104;51;69;27;23;14;20;19;26;28;37;8;;9;20;12;16;96;;11;;197;;58;;22;;10;;28;;29;;42;;8;;178;;82;;226;;;401;
12052;"Cottbus, Stadt";12;85457;88048;22070;19870;291;196;21779;19674;4563;3865;5160;4175;1934;1716;;;6213;7174;1306;918;117;207;259;204;348;221;56;41;109;189;59;97;61;52;32;32;37;37;61;61;6;;21;41;17;24;156;;36;;324;;73;;47;;19;;26;;53;;70;;20;;286;;82;;228;;;620;
12053;"Frankfurt (Oder), Stadt";12;51242;53905;14630;14243;217;313;14413;13930;3146;2741;2825;2626;1063;994;;;4795;5426;776;548;92;134;157;205;286;199;25;37;73;178;36;88;18;45;13;28;27;36;52;43;11;;12;32;18;21;138;;27;;213;;39;;25;;13;;18;;24;;41;;41;;149;;61;;199;;;549;
12054;"Potsdam, Stadt";12;124676;117109;46116;38565;500;630;45616;37935;6722;5774;10605;7838;7143;6073;;;12901;13061;3182;1579;184;286;635;500;875;800;138;97;153;244;83;175;68;86;46;56;52;61;171;161;35;;46;71;22;53;184;;57;;481;;91;;98;;36;;56;;69;;136;;57;;778;;139;;373;;;1020;
12060;"Barnim";12;150517;144356;42834;38214;584;723;42250;37491;8390;7806;8342;7291;3786;2945;;;13281;13373;2833;1461;353;474;693;715;842;567;94;84;168;325;132;251;63;86;36;91;81;78;159;162;36;;36;73;28;79;369;;77;;659;;149;;85;;26;;64;;93;;322;;36;;345;;178;;494;;;1630;
12061;"Dahme-Spreewald";12;136554;132728;45497;40012;672;806;44825;39206;10196;9715;9933;8032;3584;2856;;;11502;11824;3414;1833;419;504;699;671;1008;681;72;91;214;358;178;309;52;86;51;87;87;103;149;134;36;;36;74;33;90;280;;73;;712;;185;;64;;33;;120;;106;;280;;30;;386;;235;;658;;;1758;
12062;"Elbe-Elster";12;99395;104790;29375;28257;591;765;28784;27492;8425;9086;6036;5114;1239;996;;;6369;7171;2084;1240;259;538;489;500;798;617;42;63;145;327;120;277;72;111;47;88;74;99;65;56;22;;27;61;18;60;273;;65;;875;;83;;55;;27;;52;;61;;136;;21;;222;;143;;440;;;1088;
12063;"Havelland";12;128582;123962;38053;33134;467;680;37586;32454;9365;8762;9001;6932;4012;3259;;;7426;8018;3293;1789;306;503;507;494;766;509;76;65;123;284;98;217;77;94;36;60;39;59;60;69;27;;13;53;19;47;193;;55;;557;;153;;54;;26;;47;;72;;187;;27;;342;;181;;448;;;1240;
12064;"Märkisch-Oderland";12;163256;157656;47640;43206;669;869;46971;42337;9049;8922;9415;7772;3379;2852;;;15400;15784;3381;1794;302;576;716;731;1065;716;90;81;212;459;128;294;81;102;54;86;95;117;139;170;36;;32;89;36;73;344;;79;;991;;197;;77;;40;;92;;103;;225;;35;;455;;208;;515;;;1719;
12065;"Oberhavel";12;169407;162154;51789;48137;740;956;51049;47181;11868;11271;11649;9688;5315;4339;;;11715;13190;4428;2362;473;648;787;944;989;707;85;100;171;416;146;333;86;140;53;105;72;99;85;95;25;;23;68;23;63;390;;108;;677;;186;;69;;27;;76;;74;;250;;21;;411;;217;;550;;;2613;
12066;"Oberspreewald-Lausitz";12;107269;112935;29838;26728;654;603;29184;26125;7707;7069;6545;5252;1300;1035;;;7315;8196;1866;1124;249;465;401;387;750;470;53;60;147;289;115;248;52;67;37;76;59;85;62;62;27;;24;63;23;49;173;;76;;855;;96;;42;;18;;59;;67;;163;;20;;262;;179;;442;;;1128;
12067;"Oder-Spree";12;157884;158787;47882;43758;702;913;47180;42845;9775;9210;10679;8600;3209;2631;;;13787;14308;3219;1849;404;536;768;701;1150;801;77;88;212;444;160;303;82;91;51;102;88;137;114;127;34;;35;83;31;94;517;;92;;841;;189;;57;;45;;80;;95;;201;;34;;344;;190;;620;;;2740;
12068;"Ostprignitz-Ruppin";12;89242;90566;22693;21024;294;485;22399;20539;5169;5392;5544;4308;1693;1533;;;5734;6118;1539;960;146;185;275;308;511;366;45;78;109;186;74;126;51;108;38;57;40;53;38;38;15;;18;35;15;30;121;;46;;267;;73;;25;;7;;34;;38;;112;;8;;142;;112;;360;;;658;
12069;"Potsdam-Mittelmark";12;169831;163565;57795;49566;808;934;56987;48632;13320;12192;13718;10832;6637;5650;;;11762;11824;5134;3039;318;486;786;770;1134;861;86;109;218;393;200;275;99;123;50;84;79;94;104;125;40;;44;81;40;57;264;;88;;713;;187;;81;;19;;95;;109;;233;;31;;466;;266;;666;;;1637;
12070;"Prignitz";12;72663;75725;20030;19132;318;362;19712;18770;5242;5745;4903;4123;911;738;;;4845;5374;1490;786;107;199;235;257;468;265;54;67;80;170;56;132;42;79;21;41;38;47;44;26;16;;16;34;12;33;79;;43;;304;;64;;21;;1;;27;;23;;95;;3;;93;;107;;272;;;654;
12071;"Spree-Neiße";12;111578;116515;32617;27434;612;677;32005;26757;8064;7236;6890;4967;1783;1166;;;8158;8462;2237;1324;332;523;508;430;857;465;59;62;174;279;133;242;86;101;51;104;85;68;65;45;25;;34;57;16;50;256;;54;;781;;96;;33;;20;;67;;61;;136;;16;;293;;175;;460;;;1176;
12072;"Teltow-Fläming";12;136163;132102;41873;36307;640;800;41233;35507;9288;8806;10275;7749;3248;2741;;;9529;10113;3421;1695;263;450;695;683;948;653;84;83;174;322;107;252;99;115;57;89;67;92;90;101;44;;28;68;35;64;229;;72;;702;;175;;75;;36;;84;;69;;216;;22;;322;;184;;595;;;1431;
12073;"Uckermark";12;111375;116737;29658;29913;399;576;29259;29337;6916;7307;7044;6535;1585;1331;;;8072;9419;1835;1317;227;348;408;377;690;567;50;55;135;307;101;187;44;76;24;76;58;92;79;113;18;;24;83;21;57;391;;35;;472;;78;;46;;25;;37;;39;;81;;16;;163;;125;;420;;;1090;
912;"Brandenburg";99;2127871;2115546;635720;569200;9404;11500;626316;557700;140616;133588;142615;114590;52889;43725;;;162687;172235;46367;26153;4626;7219;9206;9069;13722;9609;1209;1290;2681;5274;1977;3875;1160;1585;711;1282;1097;1383;1565;1625;461;;478;1086;419;960;4453;;1094;;10621;;2172;;976;;428;;1062;;1185;;2926;;446;;5637;;2864;;7966;;;23152;

13001;"Greifswald, Hansestadt";13;45400;42946;18142;16656;415;601;17727;16055;5784;6920;2240;2214;2151;1478;;;3917;3256;1259;685;163;109;172;198;361;230;43;29;101;144;49;114;32;33;9;21;30;38;60;48;9;;19;45;13;20;79;;40;;92;;87;;36;;29;;41;;53;;171;;21;;324;;107;;235;;;473;
13002;"Neubrandenburg, Stadt";13;56493;57140;22008;22323;580;814;21428;21509;5981;7265;3521;3578;1049;969;;;6741;6809;1419;783;241;238;202;300;435;347;26;20;151;199;88;130;33;61;23;23;35;76;67;73;10;;23;68;13;26;127;;47;;147;;98;;35;;51;;32;;70;;94;;11;;165;;143;;350;;;544;
13003;"Rostock, Hansestadt";13;169654;163105;73343;58360;1775;2061;71568;56299;16029;15896;13925;11552;6922;5284;;;19290;15122;5844;2356;728;390;787;765;1367;910;130;60;415;503;277;407;98;121;47;34;283;181;165;226;30;;87;130;34;80;284;;127;;622;;756;;199;;99;;112;;212;;383;;65;;1004;;316;;931;;;2282;
13004;"Schwerin, Landeshauptstadt";13;78917;78630;31706;30451;764;1063;30942;29388;7973;10168;6654;5704;2395;2429;;;8485;7083;1962;1249;261;217;292;336;507;386;38;33;185;265;92;199;38;62;15;33;50;86;49;98;20;;24;58;16;32;153;;45;;292;;167;;52;;39;;63;;82;;127;;22;;265;;151;;428;;;950;
13005;"Stralsund, Hansestadt";13;49207;49169;19548;20100;580;692;18968;19408;7335;7388;2332;2762;994;1027;;;4446;4637;1117;782;366;223;214;291;451;461;23;29;137;221;72;169;40;64;27;38;34;88;45;55;5;;7;40;10;35;90;;32;;151;;98;;33;;16;;43;;73;;85;;24;;159;;153;;356;;;1098;
